movie_name,movie_imdb_id,release_date,actor_name,actor_imdb_id,rank
Greenland 2: Migration,tt14850054,2026-01-09 00:00:00,Tommi Thor Gudmundsson,nm4955553,11
Greenland 2: Migration,tt14850054,2026-01-09 00:00:00,Nathan Wiley,nm4776189,12
Greenland 2: Migration,tt14850054,2026-01-09 00:00:00,Gunnar Bersi Björnsson,nm10396913,13
Greenland 2: Migration,tt14850054,2026-01-09 00:00:00,Leah Perkins,nm6066701,14
Greenland 2: Migration,tt14850054,2026-01-09 00:00:00,Amber Rose Revah,nm2362244,15
Greenland 2: Migration,tt14850054,2026-01-09 00:00:00,Shayn Herndon,nm6856819,16
Greenland 2: Migration,tt14850054,2026-01-09 00:00:00,Gina Gangar,nm1502292,17
Greenland 2: Migration,tt14850054,2026-01-09 00:00:00,Sidsel Siem Koch,nm7116195,18
Greenland 2: Migration,tt14850054,2026-01-09 00:00:00,Rachael Evelyn,nm3656001,19
Greenland 2: Migration,tt14850054,2026-01-09 00:00:00,Roman Griffin Davis,nm9877392,20
Dead Man's Wire,tt15181326,2026-01-16 00:00:00,Cary Elwes,nm0000144,1
Dead Man's Wire,tt15181326,2026-01-16 00:00:00,Al Pacino,nm0000199,2
Dead Man's Wire,tt15181326,2026-01-16 00:00:00,John Robinson,nm1440281,4
Dead Man's Wire,tt15181326,2026-01-16 00:00:00,Bill Skarsgård,nm0803889,5
Dead Man's Wire,tt15181326,2026-01-16 00:00:00,Casey Feigh,nm4315224,6
Dead Man's Wire,tt15181326,2026-01-16 00:00:00,John N. Dixon,nm4142266,7
Dead Man's Wire,tt15181326,2026-01-16 00:00:00,Danielle Munday,nm12159141,8
Dead Man's Wire,tt15181326,2026-01-16 00:00:00,Todd Gable,nm3693617,9
Dead Man's Wire,tt15181326,2026-01-16 00:00:00,Stephanie Bertoni,nm1359058,10
Dead Man's Wire,tt15181326,2026-01-16 00:00:00,Daniel R. Hill,nm4940132,11
Dead Man's Wire,tt15181326,2026-01-16 00:00:00,Kyle Rankin,nm11374120,12
Dead Man's Wire,tt15181326,2026-01-16 00:00:00,Jordan Claire Robbins,nm6951450,13
Dead Man's Wire,tt15181326,2026-01-16 00:00:00,Dacre Montgomery,nm4223882,14
Dead Man's Wire,tt15181326,2026-01-16 00:00:00,Michael Ashcraft,nm1244012,15
Dead Man's Wire,tt15181326,2026-01-16 00:00:00,Myha'la,nm9684601,16
Dead Man's Wire,tt15181326,2026-01-16 00:00:00,Mark Helms,nm4945586,17
Dead Man's Wire,tt15181326,2026-01-16 00:00:00,Neil Mulac,nm3848881,18
Dead Man's Wire,tt15181326,2026-01-16 00:00:00,Vinh Nguyen,nm11538271,19
Dead Man's Wire,tt15181326,2026-01-16 00:00:00,Katie Kinman,nm14850161,20
Peaky Blinders: The Immortal Man,tt15574124,2026-03-20 00:00:00,Sammy Jonas Heaney,nm9716187,1
Peaky Blinders: The Immortal Man,tt15574124,2026-03-20 00:00:00,Stephen Graham,nm0334318,2
Peaky Blinders: The Immortal Man,tt15574124,2026-03-20 00:00:00,Tim Roth,nm0000619,3
Peaky Blinders: The Immortal Man,tt15574124,2026-03-20 00:00:00,Ned Dennehy,nm0219329,4
Peaky Blinders: The Immortal Man,tt15574124,2026-03-20 00:00:00,Cillian Murphy,nm0614165,5
Peaky Blinders: The Immortal Man,tt15574124,2026-03-20 00:00:00,Andy M Milligan,nm13580290,6
Peaky Blinders: The Immortal Man,tt15574124,2026-03-20 00:00:00,Thomas Arnold,nm1112861,7
Peaky Blinders: The Immortal Man,tt15574124,2026-03-20 00:00:00,Barry Keoghan,nm4422686,8
Peaky Blinders: The Immortal Man,tt15574124,2026-03-20 00:00:00,Max Cavenham,nm5663171,9
Peaky Blinders: The Immortal Man,tt15574124,2026-03-20 00:00:00,Ian Peck,nm0669667,10
Peaky Blinders: The Immortal Man,tt15574124,2026-03-20 00:00:00,Rebecca Ferguson,nm0272581,11
Peaky Blinders: The Immortal Man,tt15574124,2026-03-20 00:00:00,Mark Wilkinson,nm15508796,12
Peaky Blinders: The Immortal Man,tt15574124,2026-03-20 00:00:00,Packy Lee,nm0497970,13
Peaky Blinders: The Immortal Man,tt15574124,2026-03-20 00:00:00,Sophie Rundle,nm2570706,14
Peaky Blinders: The Immortal Man,tt15574124,2026-03-20 00:00:00,Martin Angerbauer,nm2567625,15
Peaky Blinders: The Immortal Man,tt15574124,2026-03-20 00:00:00,Rory Wilson,nm6876640,16
Peaky Blinders: The Immortal Man,tt15574124,2026-03-20 00:00:00,Jay Lycurgo,nm10649711,17
Peaky Blinders: The Immortal Man,tt15574124,2026-03-20 00:00:00,Sam Baker-Jones,nm9059868,18
Peaky Blinders: The Immortal Man,tt15574124,2026-03-20 00:00:00,Ruby Ashbourne Serkis,nm3966885,19
Peaky Blinders: The Immortal Man,tt15574124,2026-03-20 00:00:00,Kasper Hilton-Hille,nm11503142,20
Bad Voodoo,tt15716368,2026-04-03 00:00:00,Manny Perez,nm0673563,1
Bad Voodoo,tt15716368,2026-04-03 00:00:00,John Fiore,nm0278468,2
Bad Voodoo,tt15716368,2026-04-03 00:00:00,Charlie Alejandro,nm3077057,3
Bad Voodoo,tt15716368,2026-04-03 00:00:00,Alex Joseph Pires,nm5012684,4
Bad Voodoo,tt15716368,2026-04-03 00:00:00,Cristina Moody,nm3783201,5
Bad Voodoo,tt15716368,2026-04-03 00:00:00,Scott Sederquist,nm7630720,6
Bad Voodoo,tt15716368,2026-04-03 00:00:00,Jimmy C. Jules,nm5520719,7
Bad Voodoo,tt15716368,2026-04-03 00:00:00,Annaliese Curry,nm12689664,8
Bad Voodoo,tt15716368,2026-04-03 00:00:00,Isabella Leone,nm6844328,9
Bad Voodoo,tt15716368,2026-04-03 00:00:00,Justin Genna,nm5340756,10
Bad Voodoo,tt15716368,2026-04-03 00:00:00,Anthony Firicano,nm7975315,11
Bad Voodoo,tt15716368,2026-04-03 00:00:00,Justin Lombard,nm13682600,12
Bad Voodoo,tt15716368,2026-04-03 00:00:00,Allison Klinman,nm5022664,13
Bad Voodoo,tt15716368,2026-04-03 00:00:00,Miatta Shafore,nm13346161,14
Bad Voodoo,tt15716368,2026-04-03 00:00:00,Romario LaGuerre,nm14922486,15
Bad Voodoo,tt15716368,2026-04-03 00:00:00,Ophelia Burnett,nm14922485,16
Bad Voodoo,tt15716368,2026-04-03 00:00:00,Kerlyne LaGuerre,nm14922484,17
Bad Voodoo,tt15716368,2026-04-03 00:00:00,Gary Moujabber,nm14922487,18
Bad Voodoo,tt15716368,2026-04-03 00:00:00,Angie Lubin,nm13682599,19
Bad Voodoo,tt15716368,2026-04-03 00:00:00,Lisa Coleman,nm13694232,20
Animal Friends,tt16911616,2026-05-01 00:00:00,Joaquim de Almeida,nm0021835,1
Animal Friends,tt16911616,2026-05-01 00:00:00,Ryan Reynolds,nm0005351,2
Animal Friends,tt16911616,2026-05-01 00:00:00,Brian Caspe,nm1340370,3
Animal Friends,tt16911616,2026-05-01 00:00:00,Aubrey Plaza,nm2201555,4
Animal Friends,tt16911616,2026-05-01 00:00:00,Lil Rel Howery,nm2577076,5
Animal Friends,tt16911616,2026-05-01 00:00:00,Donald Sage Mackay,nm0533155,6
Animal Friends,tt16911616,2026-05-01 00:00:00,Jason Momoa,nm0597388,7
Animal Friends,tt16911616,2026-05-01 00:00:00,Euan Macnaughton,nm0534082,8
Animal Friends,tt16911616,2026-05-01 00:00:00,Nathan Cooper,nm7724402,9
Animal Friends,tt16911616,2026-05-01 00:00:00,JR Esposito,nm2546971,10
Animal Friends,tt16911616,2026-05-01 00:00:00,Reis Daniel,nm6319877,11
Animal Friends,tt16911616,2026-05-01 00:00:00,Owen Davis,nm3799259,12
Animal Friends,tt16911616,2026-05-01 00:00:00,Dan Levy,nm2391794,13
Animal Friends,tt16911616,2026-05-01 00:00:00,Ellie Bamber,nm5166444,14
Animal Friends,tt16911616,2026-05-01 00:00:00,John Harpley,nm10093628,15
Animal Friends,tt16911616,2026-05-01 00:00:00,Kexin Wang,nm4800168,16
Animal Friends,tt16911616,2026-05-01 00:00:00,Addison Rae,nm11290905,17
Animal Friends,tt16911616,2026-05-01 00:00:00,Kristi Kirilova,nm13433702,18
Animal Friends,tt16911616,2026-05-01 00:00:00,Luke Busey,nm4846558,19
Animal Friends,tt16911616,2026-05-01 00:00:00,Peter Atencio,nm1534595,20
Untitled Trey Parker / Matt Stone / Kendrick Lamar / Dave Free,tt17042980,2026-03-20 00:00:00,Hal Dion,nm0227918,1
Untitled Trey Parker / Matt Stone / Kendrick Lamar / Dave Free,tt17042980,2026-03-20 00:00:00,Preston Galli,nm14188637,2
Untitled Trey Parker / Matt Stone / Kendrick Lamar / Dave Free,tt17042980,2026-03-20 00:00:00,Kellan Tetlow,nm13570675,3
Untitled Trey Parker / Matt Stone / Kendrick Lamar / Dave Free,tt17042980,2026-03-20 00:00:00,Blu Owens,nm13121237,4
Untitled Trey Parker / Matt Stone / Kendrick Lamar / Dave Free,tt17042980,2026-03-20 00:00:00,Koa Cohen,nm15171475,5
Untitled Trey Parker / Matt Stone / Kendrick Lamar / Dave Free,tt17042980,2026-03-20 00:00:00,Hannes Schaller,nm17870693,6
Untitled Trey Parker / Matt Stone / Kendrick Lamar / Dave Free,tt17042980,2026-03-20 00:00:00,Enzian Schaller,nm17888533,7
Psycho Killer,tt1764551,2026-02-20 00:00:00,Malcolm McDowell,nm0000532,1
Psycho Killer,tt1764551,2026-02-20 00:00:00,John B. Lowe,nm0522979,2
Psycho Killer,tt1764551,2026-02-20 00:00:00,Logan Miller,nm2383250,3
Psycho Killer,tt1764551,2026-02-20 00:00:00,James Preston Rogers,nm2286416,4
Psycho Killer,tt1764551,2026-02-20 00:00:00,Georgina Campbell,nm3569284,5
Psycho Killer,tt1764551,2026-02-20 00:00:00,Yan Joseph,nm2845784,6
Psycho Killer,tt1764551,2026-02-20 00:00:00,David Tomlinson,nm9460955,7
Psycho Killer,tt1764551,2026-02-20 00:00:00,Josh Strait,nm1382676,8
Psycho Killer,tt1764551,2026-02-20 00:00:00,Stephen Adekolu,nm9522926,9
Psycho Killer,tt1764551,2026-02-20 00:00:00,Cassandra Ebner,nm5071850,10
Psycho Killer,tt1764551,2026-02-20 00:00:00,Aaron Merke,nm2430074,11
Psycho Killer,tt1764551,2026-02-20 00:00:00,Michael Strickland,nm5482340,12
Psycho Killer,tt1764551,2026-02-20 00:00:00,Terry Ray,nm2875368,13
Psycho Killer,tt1764551,2026-02-20 00:00:00,Derek Kun,nm10821676,14
Psycho Killer,tt1764551,2026-02-20 00:00:00,Lam An,nm14066425,15
Psycho Killer,tt1764551,2026-02-20 00:00:00,Sydney Sabiston,nm9608958,16
Psycho Killer,tt1764551,2026-02-20 00:00:00,Dutchess Cayetano,nm12299713,17
Psycho Killer,tt1764551,2026-02-20 00:00:00,Kevin McIntyre,nm2941260,18
Psycho Killer,tt1764551,2026-02-20 00:00:00,Darren Martens,nm8674941,19
Psycho Killer,tt1764551,2026-02-20 00:00:00,Rachel Sheen,nm4104991,20
I Was a Stranger,tt21272942,2026-01-09 00:00:00,Jason Beghe,nm0000892,1
I Was a Stranger,tt21272942,2026-01-09 00:00:00,Omar Sy,nm1082477,2
I Was a Stranger,tt21272942,2026-01-09 00:00:00,Jay Abdo,nm2178881,3
I Was a Stranger,tt21272942,2026-01-09 00:00:00,Ayman Samman,nm2942686,4
I Was a Stranger,tt21272942,2026-01-09 00:00:00,Constantine Markoulakis,nm0548607,4
I Was a Stranger,tt21272942,2026-01-09 00:00:00,Vicky Papadopoulou,nm1779556,5
I Was a Stranger,tt21272942,2026-01-09 00:00:00,Fares Helou,nm1097214,6
I Was a Stranger,tt21272942,2026-01-09 00:00:00,Saleh Bakri,nm2759746,7
I Was a Stranger,tt21272942,2026-01-09 00:00:00,Ziad Bakri,nm2865678,8
I Was a Stranger,tt21272942,2026-01-09 00:00:00,Ioanna Meli,nm3695516,9
I Was a Stranger,tt21272942,2026-01-09 00:00:00,Yumna Marwan,nm6575696,10
I Was a Stranger,tt21272942,2026-01-09 00:00:00,Baeyen Hoffman,nm12065377,11
I Was a Stranger,tt21272942,2026-01-09 00:00:00,Carlos Chahine,nm1178312,12
I Was a Stranger,tt21272942,2026-01-09 00:00:00,Yasmine Al Massri,nm2316907,13
I Was a Stranger,tt21272942,2026-01-09 00:00:00,Konstadinos Danikas,nm2746269,14
I Was a Stranger,tt21272942,2026-01-09 00:00:00,Rami Farah,nm3928107,15
I Was a Stranger,tt21272942,2026-01-09 00:00:00,Massa Daoud,nm9231205,16
I Was a Stranger,tt21272942,2026-01-09 00:00:00,Yahya Mahayni,nm8284773,17
I Was a Stranger,tt21272942,2026-01-09 00:00:00,Sara El Debuch,nm5899364,18
I Was a Stranger,tt21272942,2026-01-09 00:00:00,Mahmoud Bakri,nm11620178,19
I Was a Stranger,tt21272942,2026-01-09 00:00:00,Grigoria Metheniti,nm12803850,20
The Dog Stars,tt21285562,2026-03-27 00:00:00,Guy Pearce,nm0001602,1
The Dog Stars,tt21285562,2026-03-27 00:00:00,Benedict Wong,nm0938950,2
The Dog Stars,tt21285562,2026-03-27 00:00:00,Josh Brolin,nm0000982,3
The Dog Stars,tt21285562,2026-03-27 00:00:00,Margaret Qualley,nm4960279,4
The Dog Stars,tt21285562,2026-03-27 00:00:00,Jacob Elordi,nm8624059,5
The Dog Stars,tt21285562,2026-03-27 00:00:00,Alara-Star Khan,nm13893691,6
